title,price,district,town,main category,sub category,Brand,Model year,Condition,Transmission,Model,Body type,Fuel type,Engine capacity,Mileage
Suzuki Alto 2012,"1,480,000",Kalutara,Panadura,Cars & Vehicles,Cars,Used,Suzuki,2012,Alto,800 ,"96,000 "
Nissan SK manual truck 2014,"2,850,000",Kandy,Kandy,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,2014,SK manual truck,,"36,000 "
Bajaj Three Wheeler,"260,000",Kandy,Kandy,Cars & Vehicles,Three Wheelers,Used,,,,,
Isuzu ELF lorry 2001,"2,675,000",Colombo,Kaduwela,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,2001,ELF lorry,,"232,000 "
Loncin Super sub 90 2006,"35,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Loncin,2006,Super sub 90,90 ,"34,521 "
Ford LASER 1999,"1,650,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Ford,1999,LASER,"1,498 ","154,412 "
Hero Pleasure 2013,"100,000",Gampaha,Kadawatha,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2013,Pleasure,102 ,"19,000 "
Toyota Aqua G Grade 2014,"4,000,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Toyota,2014,Aqua G Grade,"1,500 ","82,000 "
Toyota Aqua 2014,"4,675,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Toyota,2014,Aqua,"1,500 ","62,400 "
Toyota VIOS 2007,"3,190,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Toyota,2007,VIOS,"1,497 ","158,690 "
"Alloy Wheel 12""","30,900",Colombo,Battaramulla,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Mazda Familia 1997,"1,550,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Cars,Used,Mazda,1997,Familia,"1,320 ","160,457 "
Coaster Ac bus for hire,50,Colombo,Piliyandala,Cars & Vehicles,Auto Services,,,,,,
Mahindra Maxximo plus 2015,"1,090,000",Colombo,Kaduwela,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2015,Maxximo  plus,,"51,000 "
Bajaj Discover 100 2013,"45,000",Colombo,Moratuwa,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2013,Discover 100,100 ,"26,000 "
Suzuki Alto LXI 2006,"1,450,000",Kandy,Kandy,Cars & Vehicles,Cars,Used,Suzuki,2006,Alto LXI,800 ,"102,000 "
Honda Hornet Side Cup,"8,500",Kurunegala,Kurunegala,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Toyota Toyoace Lorry For Parts,"450,000",Kurunegala,Kurunegala,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
2018 TOYOTA VITZ MIRROR LINK DVD SETUP,"19,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Tata Dimo Lokka 2013,"1,360,000",Anuradhapura,Anuradhapura,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2013,Dimo Lokka,,"75,000 "
HONDA VEZEL LEATHER KEYCOVER,"1,200",Gampaha,Kadawatha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
AC Compressor,"4,500",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki A-star 2011,"1,945,000",Colombo,Boralesgamuwa,Cars & Vehicles,Cars,Used,Suzuki,2011,Suzuki A-star,"1,000 ","80,000 "
Reverse Camera,"2,000",Colombo,Colombo 6,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Subaru sambaru 1998,"1,295,000",Kurunegala,Ibbagamuwa,Cars & Vehicles,"Vans, Buses & Lorries",Used,Subaru,1998,sambaru,,"140,000 "
Nissan Fb 15 1999,"2,360,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Cars,Used,Nissan,1999,Fb 15,"1,500 ","140,000 "
Kia sportage fog lamps,"6,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Vitz 2010,"3,325,000",Batticaloa,Batticaloa,Cars & Vehicles,Cars,Used,Toyota,2010,Vitz,"1,000 ","31,000 "
Mercedes-Benz C300 2014,"12,700,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Used,Mercedes-Benz,2014,C300,"2,200 ","35,000 "
Suzuki Swift 2005,"2,780,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Used,Suzuki,2005,Swift,"1,300 ","62,700 "
Hero Hunk 2009,"96,000",Kegalle,Kegalle,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2009,Hunk,150 ,"73,000 "
Toyota Vitz 2007,"2,750,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Used,Toyota,2007,Vitz,"1,000 ","81,000 "
Hybrid Battery Toyota Aqua,"200,000",Colombo,Colombo 8,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Kia RIO 2002,"1,675,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Kia,2002,RIO,"1,499 ","60,000 "
2000-2003 HONDA ES1/3/8 FOG LIGHTS,"11,000",Gampaha,Negombo,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
1992-1995 HONDA EG4/6 SPOON BUMPER LIP,"14,000",Gampaha,Negombo,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj Discover 125 2007,"92,000",Hambantota,Tangalla,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2007,Discover 125,125 ,"63,000 "
13R alloy wheels,"25,000",Kandy,Kandy,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Vits 2010,"3,350,000",Puttalam,Wennappuwa,Cars & Vehicles,Cars,Used,Toyota,2010,Vits,"1,300 ","94,000 "
Ford Laser 1992,"1,020,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Ford,1992,Laser,"1,500 ","185,000 "
Suzuki ALTO 2015,"1,800,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Cars,Used,Suzuki,2015,ALTO,800 ,"32,000 "
Nissan Clipper 2015,"2,325,000",Colombo,Malabe,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,2015,Clipper,,"22,000 "
Toyota permio 260 adult door,"22,000",Colombo,Padukka,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
BMW Special Vehicle Leasing,"1,543",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Bajaj Pulsar 150 2012,"170,000",Gampaha,Ja-Ela,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2012,Pulsar 150,150 ,"36,000 "
Micro Yutong bus 2014,"9,350,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Other brand,2014,Micro Yutong bus,,"120,000 "
Loader Diesel 2014,"750,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Other brand,2014,Loader Diesel,,"20,000 "
Bajaj platina 2012,"48,000",Kalutara,Horana,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2012,platina,100 ,0 
Dimo Batta Ex 2 Blue 2015,"1,230,000",Ampara,Kalmunai,Cars & Vehicles,"Vans, Buses & Lorries",Used,Dimo Batta,2015,Ex 2 Blue,,"45,000 "
Civic Odb2 -Distributor,"18,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
SUZUKI WAGON R GENUINE CABIN FILTER,"2,400",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota 121 Manual Gear Box,"20,000",Badulla,Badulla,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Toyota Aqua 2012,"3,900,000",Kegalle,Mawanella,Cars & Vehicles,Cars,Used,Toyota,2012,Aqua,"1,500 ","61,000 "
Suzuki Alto Japan Red 2017,"2,375,000",Colombo,Kotte,Cars & Vehicles,Cars,Reconditioned,Suzuki,2017,Alto Japan Red,650 ,"6,100 "
TVS metro 2014,"90,000",Gampaha,Delgoda,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2014,metro,100 ,"25,000 "
Honda City 2004,"2,525,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Honda,2004,City,"1,500 ","135,000 "
Toyota Hilux Surf Spare Parts,"275,000",Gampaha,Negombo,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota VITZ SEAFTY 2017,"4,350,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,Reconditioned,Toyota,2017,VITZ SEAFTY,"1,000 ","11,000 "
Toyota premio 2008,"4,650,000",Kandy,Kandy,Cars & Vehicles,Cars,Used,Toyota,2008,premio,"1,500 ","146,000 "
Three Wheeler,"200,000",Kandy,Kandy,Cars & Vehicles,Three Wheelers,New,,,,,
Isuzu 10 1/2 Full Body 2000,"2,450,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,2000,10 1/2 Full Body,,"120,000 "
STINGRAY 2018 අඩුම වාරිකයට,"2,110",Gampaha,Wattala,Cars & Vehicles,Auto Services,,,,,,
TOYOTA AXIO WXB FAST LOAN,"1,680",Gampaha,Nittambuwa,Cars & Vehicles,Auto Services,,,,,,
EVERY පහසු ලීසිං,"2,110",Gampaha,Minuwangoda,Cars & Vehicles,Auto Services,,,,,,
Push Cycle,"5,500",Colombo,Athurugiriya,Cars & Vehicles,Push Cycles,Used,,,,,
Yamaha Fz 2017,"285,000",Gampaha,Gampaha,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2017,Fz,150 ,"27,000 "
NISSAN X TRAIL 2018 FAST LOAN & LEASING,"1,680",Gampaha,Nittambuwa,Cars & Vehicles,Auto Services,,,,,,
Three wheeler,"615,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Suzuki Alto 800 2014,"1,735,000",Gampaha,Ja-Ela,Cars & Vehicles,Cars,Used,Suzuki,2014,Alto 800,800 ,"42,300 "
Micro Lifan 1.6 2009,"1,390,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Used,Micro,2009,Lifan 1.6,"1,580 ","122,000 "
TOMAHAWK bicycle,"11,000",Gampaha,Kandana,Cars & Vehicles,Push Cycles,Used,,,,,
Daihatsu G30 1985,"670,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Used,Daihatsu,1985,G30,"1,000 ","200,000 "
"14"" wagon r tyres","6,500",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
වසර 7ක ගෙවන්න ගන්න Wagonr FX,"295,000",Colombo,Kaduwela,Cars & Vehicles,Auto Services,,,,,,
Hero Pleasure---BAA 2013,"108,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2013,Pleasure---BAA,100 ,"28,281 "
Japan Bicycle,"17,500",Colombo,Hanwella,Cars & Vehicles,Push Cycles,Used,,,,,
Bajaj pulsar 150 2012,"65,000",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2012,pulsar 150,150 ,"35,000 "
Mazda Familia 1995,"1,250,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Used,Mazda,1995,Familia,"1,300 ","190,000 "
Bajaj pulser 135 2014,"79,800",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2014,pulser 135,135 ,"25,000 "
Honda CRV RD1 power shutter switch,"8,500",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Prado 120 TX 2002,"7,190,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Used,Toyota,2002,Prado 120 TX,"3,400 ","130,000 "
Car Audio Set,"4,000",Colombo,Colombo 6,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
BMW 740Le M Sport 2016,"26,250,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Reconditioned,BMW,2016,740Le M Sport,"2,000 ","3,000 "
Mazda Demio engine coils,"7,500",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda dio 2013,"125,000",Kandy,Katugastota,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2013,Honda dio,110 ,"37,000 "
Honda CRV RD1 Ac vent,"3,500",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Japan push cycle,"7,500",Colombo,Kaduwela,Cars & Vehicles,Push Cycles,Used,,,,,
Dimo Batta Lorry For Hire,45,Colombo,Kohuwala,Cars & Vehicles,Auto Services,,,,,,
Isuzu NKR 2003,"2,475,000",Kandy,Kandy,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,2003,NKR,,"132,000 "
Bajaj pulser 135 2016,"69,000",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2016,pulser 135,135 ,"20,000 "
Bajaj DISCOVER 135 2010,"147,000",Kurunegala,Kurunegala,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2010,DISCOVER 135,135 ,"31,000 "
Mahindra Bolero maxi truck 2014,"1,345,000",Kalutara,Kalutara,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2014,Bolero maxi truck,,"43,000 "
Honda Insight Smart key 2009,"3,475,000",Gampaha,Ja-Ela,Cars & Vehicles,Cars,Used,Honda,2009,Insight Smart key,"1,500 ","86,000 "
TOYOTA VITZ KSP130 DVD PLAYE MIRROR LINK,"20,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Noah KR42 2006,"4,550,000",Puttalam,Wennappuwa,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2006,Noah KR42,,"137,000 "
Tata Demo Batta 2015,"1,120,000",Anuradhapura,Anuradhapura,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2015,Demo Batta,,"60,000 "
Tyre Maker Pen,260,Kalutara,Kalutara,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj three will,"675,000",Matara,Matara,Cars & Vehicles,Three Wheelers,Used,,,,,
15 r ... 8-5 rims,"25,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Maruti Zen 2004,"1,260,000",Gampaha,Katunayake,Cars & Vehicles,Cars,Used,Maruti,2004,Zen,"1,000 ","60,300 "
SUZUKI SPACIA FAST LOAN &LEASING,"1,680",Gampaha,Negombo,Cars & Vehicles,Auto Services,,,,,,
Toyota Hilux Double Cab 2007,"4,700,000",Colombo,Kaduwela,Cars & Vehicles,Cars,Used,Toyota,2007,Hilux Double Cab,"2,500 ","160,000 "
Mitsubishi ROSA 2008,"6,650,000",Gampaha,Gampaha,Cars & Vehicles,"Vans, Buses & Lorries",Reconditioned,Mitsubishi,2008,ROSA,,"120,000 "
Three wheeler,"585,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
SUZUKI EVERY සදහා පහසු ලීසිං සේවාව,"1,760",Gampaha,Veyangoda,Cars & Vehicles,Auto Services,,,,,,
Mitsubishi Montero Sport 2011,"6,900,000",Colombo,Nawala,Cars & Vehicles,Cars,Used,Mitsubishi,2011,Montero Sport,"2,500 ","112,000 "
Re 2018 Three Wheeler Bajaj,"205,000",Kurunegala,Kurunegala,Cars & Vehicles,Three Wheelers,New,,,,,
Exhaust,"10,500",Colombo,Talawatugoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Corolla 141 2007,"3,530,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Used,Toyota,2007,Corolla 141,"1,600 ","73,400 "
Bajaj Three wheel face cut,"3,000",Colombo,Piliyandala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
SUZUKI SPACIA CUSTOM Z සදහා පහසු ලීසිං,"1,560",Gampaha,Nittambuwa,Cars & Vehicles,Auto Services,,,,,,
15 rims,"25,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Wedding Cars For Hire - Toyota Axio,"1,000",Colombo,Colombo 14,Cars & Vehicles,Auto Services,,,,,,
Rent a Car Kwid,"2,500",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Hyundai Tucson 2011,"4,190,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Used,Hyundai,2011,Tucson,"2,000 ","120,000 "
Hand Tractors HP 14,"225,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Heavy Machinery & Tractors,New,,,,,
Yamaha TW 225 BBA 2014,"365,000",Gampaha,Negombo,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2014,TW 225 BBA,225 ,"22,000 "
Toyota Allion 260 2007,"4,390,000",Colombo,Maharagama,Cars & Vehicles,Cars,Used,Toyota,2007,Allion 260,"1,500 ","120,000 "
"Isuzu(patu)12v,(flat Roof Cabin)","200,000",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki Jimny 2015,"3,050,000",Colombo,Malabe,Cars & Vehicles,Cars,Reconditioned,Suzuki,2015,Jimny,650 ,"5,500 "
Yamaha Fz S 2015,"70,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2015,Fz S,150 ,"20,000 "
Yamaha ray zr 2017,"178,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2017,ray zr,110 ,"6,000 "
SUZUKI Wagon R FX 2017 පහසු ලීසිං,"1,710",Gampaha,Kadawatha,Cars & Vehicles,Auto Services,,,,,,
185/14 van tyre,"2,500",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Kenwood DDX616wbt Toyota Vitz 2015/18,"45,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Kenwood DDX616wbt Wagon r Stingray 2018,"45,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Mitsubishi Pajero 1989,"3,100,000",Colombo,Maharagama,Cars & Vehicles,Cars,Used,Mitsubishi,1989,Pajero,"2,500 ","208,000 "
"Alloy Wheels - 13""","11,500",Colombo,Ratmalana,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota LH61 Shell 1986,"1,890,000",Hambantota,Beliatta,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1986,LH61 Shell,,"80,000 "
Bajaj Discovery 2011,"98,000",Kandy,Kandy,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2011,Discovery,150 ,"40,000 "
Wedding Cars For Hire - Toyota Axio,"1,500",Colombo,Colombo 14,Cars & Vehicles,Auto Services,,,,,,
DEFENDER PUMA FRONT 2 SEATS,"85,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda Vezel 2016,"6,650,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Used,Honda,2016,Vezel,"1,500 ","15,000 "
Demak DTM 2018,"71,000",Gampaha,Gampaha,Cars & Vehicles,Motorbikes & Scooters,New,Demak,2018,DTM,150 ,2 
Yamaha Ray Zr 2018,"66,000",Kalutara,Horana,Cars & Vehicles,Motorbikes & Scooters,New,Yamaha,2018,Ray Zr,110 ,0 
Mitsubishi Outlander PHEV 2014,"7,800,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Used,Mitsubishi,2014,Outlander PHEV,"2,000 ","84,000 "
Demak Transtar ..125 2018,"39,000",Gampaha,Gampaha,Cars & Vehicles,Motorbikes & Scooters,New,Demak,2018,Transtar ..125,125 ,1 
Honda C50 1997,"70,000",Kalutara,Horana,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,1997,C50,50 ,"52,000 "
Mercedes-Benz W115 200D 1980,"675,000",Kurunegala,Giriulla,Cars & Vehicles,Cars,Used,Mercedes-Benz,1980,W115 200D,"2,000 ","28,372 "
Toyota Axio 161 2013,"4,550,000",Badulla,Bandarawela,Cars & Vehicles,Cars,Used,Toyota,2013,Axio 161,"1,500 ","80,000 "
SUZUKI JAPAN ALTO FAST LEASING,"1,580",Gampaha,Veyangoda,Cars & Vehicles,Auto Services,,,,,,
Toyota Premio G Superior 2013,"5,880,000",Colombo,Athurugiriya,Cars & Vehicles,Cars,Used,Toyota,2013,Premio G Superior,"1,500 ","113,000 "
Tank boat,"500,000",Galle,Ambalangoda,Cars & Vehicles,Boats & Water Transport,Used,,,,,
Bajaj Three Wheeler,"400,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,Used,,,,,
Demak warrior b/new 2018,"59,000",Gampaha,Gampaha,Cars & Vehicles,Motorbikes & Scooters,New,Demak,2018,warrior  b/new,150 ,0 
TVS Wego 2011,"115,000",Colombo,Nugegoda,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2011,Wego,110 ,"37,000 "
Three wheel,"410,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Hyundai Trajet GLS A Blue 2001,"2,400,000",Gampaha,Nittambuwa,Cars & Vehicles,Cars,Used,Hyundai,2001,Trajet GLS A Blue,"2,180 ","97,000 "
Toyota Coaster 2016 2012,"6,800,000",Gampaha,Kadawatha,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2012,Coaster 2016,,"105,194 "
Toyota Coaster 2017 2016,"8,500,000",Gampaha,Kadawatha,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2016,Coaster 2017,,"30,124 "
Three wheel TVS,"420,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Toyota VIOS 2007,"3,350,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,Used,Toyota,2007,VIOS 2007,"1,500 ","149,700 "
Three wheeler,"650,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Mitsubishi L200 1992,"1,950,000",Gampaha,Kiribathgoda,Cars & Vehicles,Cars,Used,Mitsubishi,1992,L200,"2,500 ","465,000 "
Tata Dimo Batta 2009,"525,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2009,Dimo Batta,,"46,580 "
Toyota Aqua G's (Sport) 2015,"5,300,000",Colombo,Athurugiriya,Cars & Vehicles,Cars,Used,Toyota,2015,Aqua G's (Sport),"1,500 ","56,500 "
Three Wheeler,"655,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Mahindra Bolero Maxitruck 2012,"1,135,000",Kalutara,Kalutara,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2012,Bolero Maxitruck,,"55,000 "
Three wheeler,"610,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Three wheeler,"525,000",Colombo,Kotte,Cars & Vehicles,Three Wheelers,Used,,,,,
Nissan Vanette 1996,"2,300,000",Gampaha,Delgoda,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,1996,Vanette,,"310,000 "
Nissan FB14 1997,"1,840,000",Galle,Galle,Cars & Vehicles,Cars,Used,Nissan,1997,FB14,"1,500 ","160,000 "
Isuzu ELF 1979,"690,000",Galle,Elpitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,1979,ELF,,"180,000 "
Honda FIT SHUTTLE GP7 2015,"5,950,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,Used,Honda,2015,FIT SHUTTLE GP7,"1,500 ","35,400 "
Toyota Corolla 121 auto 2001,"3,125,000",Ratnapura,Embilipitiya,Cars & Vehicles,Cars,Used,Toyota,2001,Corolla 121 auto,"1,500 ","134,000 "
Toyota Winch,"96,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Mahindra Bolero vx 2014,"1,440,000",Ratnapura,Ratnapura,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2014,Bolero vx,,"59,800 "
ALTO 800-2016 for Rent,"35,000",Colombo,Kotte,Cars & Vehicles,Auto Services,,,,,,
ANDROID UNIVERSAL CAR PLAYER,"35,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
CANTER 4M51 ENGINE WITH GEAR BOX,"450,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Hijet buddy S 200 diki door,"18,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Dolphin highrof 1993,"3,500,000",Colombo,Homagama,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1993,Dolphin highrof,,"257,300 "
Audi q2 s sline 2018,"8,600,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,New,Audi,2018,q2 s sline,"1,000 ",0 
Bajaj O_CT-100-B 2018,"41,000",Colombo,Wellampitiya,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,O_CT-100-B,100 ,0 
Bajaj N_PULSAR-NS200-B 2018,"138,070",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,N_PULSAR-NS200-B,200 ,0 
Yamaha fz 2012,"223,000",Gampaha,Mirigama,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2012,fz,150 ,"31,400 "
Bajaj N_PULSAR-NS200-R 2018,"138,070",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,N_PULSAR-NS200-R,200 ,0 
Suzuki Alto RS Turbo 2015,"2,990,000",Kandy,Peradeniya,Cars & Vehicles,Cars,Reconditioned,Suzuki,2015,Alto RS Turbo,650 ,680 
Hero HONDA SUPER SPIRIT 2006,"45,000",Colombo,Moratuwa,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2006,HONDA SUPER SPIRIT,150 ,"55,000 "
Mahindra Maxximo Plus 2013,"860,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2013,Maxximo Plus,,"58,000 "
Honda S660 ALPHA 2015,"3,975,000",Colombo,Colombo 8,Cars & Vehicles,Cars,Reconditioned,Honda,2015,S660 ALPHA,650 ,"3,500 "
TVS Wego 2012,"117,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2012,Wego,110 ,"20,000 "
SUZUKI WAGON R SIDE MIRROR LENS LH 2017,"11,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Bajaj N_DISCOVER_125-BLK 2018,"52,000",Colombo,Kaduwela,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,N_DISCOVER_125-BLK,125 ,0 
HONDA CRZ BREAK PADS,"14,500",Colombo,Colombo 3,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda Civic Es8 Crystal Tail Lamp,"34,000",Colombo,Malabe,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Maruti 800 2003,"940,000",Gampaha,Kandana,Cars & Vehicles,Cars,Used,Maruti,2003,800,800 ,"75,000 "
Tata MANZA 2011,"2,200,000",Gampaha,Katunayake,Cars & Vehicles,Cars,Used,Tata,2011,MANZA,"1,500 ","110,000 "
Micro Panda 1.0 2015,"1,695,000",Colombo,Kaduwela,Cars & Vehicles,Cars,Used,Micro,2015,Panda 1.0,"1,000 ","14,000 "
Hero Pleasure---XN 2012,"83,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2012,Pleasure---XN,100 ,"32,811 "
Three wheeler,"200,000",Colombo,Colombo 14,Cars & Vehicles,Three Wheelers,Used,,,,,
Ashok Leyland cargo 2017,"6,050,000",Colombo,Kaduwela,Cars & Vehicles,"Vans, Buses & Lorries",Used,Ashok Leyland,2017,cargo,,"520,000 "
Yamaha Ray ZR 2018,"80,000",Colombo,Battaramulla,Cars & Vehicles,Motorbikes & Scooters,New,Yamaha,2018,Ray ZR,130 ,0 
